icao,name,city,state,country,lat,lon
SNQS,Fazenda Nossa Senhora Auxiliadora Airport,Ivinhema,Mato Grosso do Sul,BR,-22.3044433594,-54.0305557251
SNQT,Fazenda Estrela do Sul Airport,Umuarama,Parana,BR,-23.7958335876,-53.4797210693
SNQU,Mucuge Airport,Mucuge,Bahia,BR,-13.0312004089,-41.4440994263
SNQV,Curvelo Airport,Curvelo,Minas Gerais,BR,-18.7493991852,-44.4570007324
SNQW,Cururu Airport,Jacareacanga,Para,BR,-7.5644440651,-57.7422218323
SNQX,Quixada Airport,Quixada,Ceara,BR,-4.9790701866,-38.9875984192
SNQZ,Fazenda Bagagem Airport,Aral Moreira,Mato Grosso do Sul,BR,-22.8427772522,-55.5705566406
SNRA,Fazenda Santo Andre Airport,Pratinha,Minas Gerais,BR,-19.7261104584,-46.3527793884
SNRB,Fazenda Rosa de Maio Airport,Itaituba,Para,BR,-4.3152098656,-56.1074981689
SNRD,Prado Airport,Prado,Bahia,BR,-17.2966995239,-39.2711982727
SNRE,Fazenda Rebeca Airport,Serra Dourada,Bahia,BR,-12.6827001572,-43.8714981079
SNRH,Rachid Saliba Airport,Boa Esperanca,Minas Gerais,BR,-21.0394001007,-45.8722000122
SNRJ,Brejo Airport,Brejo,Maranhao,BR,-3.6669440269,-42.8338890076
SNRM,Remanso Airport,Remanso,Bahia,BR,-9.6502780914,-42.1172218323
SNRN,Fazenda Vinte de Maio Airport,Getulina,Sao Paulo,BR,-21.808889389,-49.9711112976
SNRP,Rio Paranaiba Airport,Rio Paranaiba,Minas Gerais,BR,-19.2124996185,-46.2406005859
SNRQ,Porto Rico Airport,Jacareacanga,Para,BR,-6.1041669846,-57.3794441223
SNRR,Fazenda Aratau Airport,Novo Repartimento,Para,BR,-4.151309967,-50.1632995605
SNRS,Russas Airport,Russas,Ceara,BR,-4.9472699165,-38.0082015991
SNRU,Caruaru Airport,Caruaru,Pernambuco,BR,-8.2823896408,-36.0135002136
SNRV,Fazenda Rio Vermelho Airport,Sapucaia,Para,BR,-6.8827781677,-49.4638900757
SNRW,Fazenda Barreiro Airport,Miracema Do Tocantins,Tocantins,BR,-9.9072217941,-48.6349983215
SNRX,Riachao Airport,Riachao,Maranhao,BR,-7.350279808,-46.6338996887
SNSA,Fazenda Bom Sucesso Airport,Vazante,Minas Gerais,BR,-17.6086101532,-46.7038879395
SNSB,Sao Bento Airport,Sao Bento,Maranhao,BR,-2.7044439316,-44.8447227478
SNSC,Sacramento Airport,Sacramento,,BR,-19.8931007385,-47.4221992493
SNSD,Sao Luiz Airport,Sao Desiderio,Bahia,BR,-12.9194440842,-45.7144432068
SNSE,Sento Se Airport,Sento Se,Bahia,BR,-9.7413892746,-41.8411102295
SNSF,Fazenda Entre Rios Airport,Porto Murtinho,Mato Grosso do Sul,BR,-21.3649997711,-57.1091651917
SNSG,Salgueiro Airport,Salgueiro,Pernambuco,BR,-8.0471601486,-39.1363983154
SNSH,Sao Jose Airport,Santarem,Para,BR,-2.5744400024,-54.7313995361
SNSI,Santa Maria do Suacui Airport,Santa Maria Do Suacui,Minas Gerais,BR,-18.1986103058,-42.4661102295
SNSJ,Fazenda Fogliatelli Airport,Sapezal,Mato Grosso,BR,-13.5297222137,-58.5733337402
SNSL,Fazenda Ipitinga Airport,Almeirim,Para,BR,0.3411110044,-53.8147010803
SNSM,Salinopolis Airport,Salinopolis,Para,BR,-0.6956639886,-47.3347015381
SNSO,Serro Airport,Serro,Minas Gerais,BR,-18.608499527,-43.4240989685
SNSR,Fazenda Santos Reis Airport,Guarda-Mor,Minas Gerais,BR,-17.5478992462,-46.9786987305
SNSS,Salinas Airport,Salinas,Minas Gerais,BR,-16.2082996368,-42.3219985962
SNST,Souto Soares Airport,Souto Soares,Bahia,BR,-12.0972995758,-41.6407012939
SNSU,Fazenda Pontao Airport,Xinguara,Tocantins,BR,-6.881111145,-49.1622238159
SNSV,Fazenda Sao Pedro Airport,Eldorado,Mato Grosso do Sul,BR,-23.6616668701,-54.0774993896
SNSW,Soure Airport,Soure,Para,BR,-0.6994310021,-48.5209999084
SNSX,Fazenda Sao Martinho Airport,Ilha Solteira,Mato Grosso do Sul,BR,-20.3572216034,-51.2511100769
SNSY,Fazenda Sao Jose Airport,Bonito,Mato Grosso do Sul,BR,-20.9449996948,-56.4961128235
SNSZ,Fazenda Itaguassu Airport,Maracaju,Mato Grosso do Sul,BR,-21.355556488,-55.619720459
SNTA,Fazenda Sao Miguel Airport,Pompeia,Sao Paulo,BR,-21.8686103821,-50.1163902283
SNTB,Afogados da Ingazeira Airport,Afogados Da Ingazeira,Pernambuco,BR,-7.723610878,-37.618888855
SNTC,Tambori Airport,Teresina,Piaui,BR,-5.1599998474,-42.7197227478
SNTD,Fazenda Mamoneira Airport,Natalandia,Minas Gerais,BR,-16.5862007141,-46.5010986328
SNTF,Teixeira de Freitas Airport,Teixeira De Freitas,Bahia,BR,-17.5244998932,-39.6684989929
SNTG,Afranio Airport,Afranio,Pernambuco,BR,-8.6105556488,-41.0002784729
SNTI,Obidos Airport,Obidos,Para,BR,-1.8671699762,-55.5144004822
SNTJ,Santa Teresa Airport,Itaituba,Para,BR,-4.2913889885,-56.0875015259
SNTK,Monte Carmelo Airport,Monte Carmelo,Minas Gerais,BR,-18.7171993256,-47.4831008911
SNTL,Tamboril Airport,Tamboril,Ceara,BR,-4.8578300476,-40.3745994568
SNTM,Turmalina Airport,Turmalina,Minas Gerais,BR,-17.2338886261,-42.7338905334
SNTO,Juscelino Kubitscheck Airport,Teofilo Otoni,Minas Gerais,BR,-17.8922996521,-41.5135993958
SNTP,Agropalma Airport,Tailandia,Para,BR,-2.5252780914,-48.7519454956
SNTQ,Buritirama Airport,Buritirama,Bahia,BR,-10.7242002487,-43.6547012329
SNTR,Piritiba Airport,Piritiba,Bahia,BR,-11.7381000519,-40.5694999695
SNTS,Patos Airport,Patos,Paraiba,BR,-7.0389900208,-37.2515983582
SNTT,Tranquilo Restolin Airport,Felixlandia,Minas Gerais,BR,-18.7581996918,-45.1076011658
SNTU,Turiacu Airport,Turiacu,Maranhao,BR,-1.7669440508,-45.4505577087
SNTV,Fazenda Veredao Airport,Taiobeiras,Minas Gerais,BR,-15.6553001404,-41.6540985107
SNTW,Senador Teotonio Vilela Airport,Teotonio Vilela,Alagoas,BR,-9.896944046,-36.293056488
SNTX,Litoranea Airport,Cururupu,Maranhao,BR,-1.3019440174,-44.9049987793
SNTY,Correntina Airport,Correntina,Bahia,BR,-13.3805561066,-44.6172218323
SNUB,Uba Airport,Uba,Minas Gerais,BR,-21.1210002899,-42.8819007874
SNUC,Acu Airport,Acu,Rio-Grande-do-Norte,BR,-5.5950498581,-36.960899353
SNUD,Urbano Santos Airport,Urbano Santos,Maranhao,BR,-3.1997220516,-43.386390686
SNUF,Fazenda Treis Coringas Airport,Uberaba,Minas Gerais,BR,-19.5244445801,-47.8525009155
SNUG,Fazenda Eunice Airport,Vila Bela Da Santissima Trindade,Mato Grosso,BR,-14.9555559158,-59.6227798462
SNUH,Piumhi Airport,Piumhi,Minas Gerais,BR,-20.4386005402,-45.9928016663
SNUI,Aracuai Airport,Aracuai,Minas Gerais,BR,-16.8526000977,-42.0451011658
SNUJ,Santa Maria da Boa Vista Airport,Santa Maria Da Boa Vista,Pernambuco,BR,-8.7819442749,-39.8722229004
SNUK,Fazenda Lago Vermelho Airport,Buritizeiro,Minas Gerais,BR,-17.0352783203,-45.4863891602
SNUL,Fazenda Aurora III Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,-21.4524993896,-53.3533325195
SNUM,Sao Jose do Egito Airport,Sao Jose Do Egito,Paraiba,BR,-7.4869441986,-37.2911109924
SNUN,Unai Airport,Unai,Minas Gerais,BR,-16.3565006256,-46.9277000427
SNUP,Usina Porto Rico Airport,Campo Alegre,Alagoas,BR,-9.802778244,-36.2224998474
SNUS,Usina Delta I Airport,Delta,Minas Gerais,BR,-19.9408321381,-47.7783317566
SNUT,Utinga Airport,Utinga,Bahia,BR,-12.1055002213,-41.0745010376
SNUU,Uaua Airport,Uaua,Bahia,BR,-9.8350000381,-39.4944458008
SNUV,Fazenda Nova Aurora Airport,Anaurilandia,Mato Grosso do Sul,BR,-22.2169437408,-52.7402763367
SNUW,Sertania Airport,Sertania,Pernambuco,BR,-8.0574998856,-37.2894439697
SNUX,Fazenda Santo Antonio Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,-21.4047222137,-53.3069458008
SNUY,Buritis Airport,Buritis,Minas Gerais,BR,-15.6316671371,-46.4286117554
SNUZ,Usina Coruripe Airport,Coruripe,Alagoas,BR,-10.0933332443,-36.1877784729
SNVA,Fazenda Bela Vista Airport,Cumaru Do Norte,Para,BR,-7.9875001907,-50.6316680908
SNVB,Valenca Airport,Valenca,Bahia,BR,-13.296500206,-38.992401123
SNVC,Vicosa Airport,Vicosa,Minas Gerais,BR,-20.7447223663,-42.8419456482
SNVD,Santa Maria da Vitoria Airport,Santa Maria Da Vitoria,Bahia,BR,-13.4006004333,-44.2172012329
SNVG,Volta Grande Airport,Conceicao Das Alagoas,Minas Gerais,BR,-20.0338993073,-48.2338981628
SNVH,Fazenda Santa Helena Airport,Caceres,Mato Grosso,BR,-16.1686115265,-58.1383323669
SNVI,Melio Viana Airport,Tres Coracoes,Minas Gerais,BR,-21.790599823,-45.2691993713
SNVJ,Fazenda Salto Grande Airport,Jauru,Mato Grosso,BR,-15.2533330917,-58.7933311462
SNVK,Fazenda Santa Terezinha Airport,Tres Lagoas,Mato Grosso do Sul,BR,-20.5013885498,-52.368888855
SNVL,Virgem da Lapa Airport,Virgem Da Lapa,Minas Gerais,BR,-16.7738895416,-42.3875007629
SNVM,Fazenda Guaivira Airport,Brasilandia,Mato Grosso do Sul,BR,-20.6644439697,-52.7672233582
SNVN,Fazenda Santa Clara Airport,Rubiacea,Sao Paulo,BR,-21.3033332825,-50.7522201538
SNVO,Fazenda Pontal Airport,Carneirinho,Sao Paulo,BR,-19.978055954,-50.968334198
SNVP,Fazenda Aracatuba Airport,Santa Fe,Tocantins,BR,-6.9769439697,-49.1994438171
SNVQ,Fazenda Santa Monica Airport,Piraque,Tocantins,BR,-6.5230560303,-48.2658348083
SNVR,Aeroclube da Bahia Airport,Vera Cruz,Bahia,BR,-13.0247001648,-38.6657981873
SNVS,Breves Airport,Breves,Para,BR,-1.6365300417,-50.4435997009
SNVU,Fazenda Itatuba Airport,Cassia,Minas Gerais,BR,-20.4308338165,-46.8600006104
SNVV,Valente Airport,Valente,Bahia,BR,-11.411110878,-39.4433326721
SNVW,Fazenda Sao Joao do Guapore Airport,Nova Lacerda,Mato Grosso,BR,-13.9977779388,-60.0741653442
SNVY,Fazenda Ouro Verde Airport,Paranhos,Canindeyu,BR,-23.9769439697,-55.3652763367
SNVZ,Varzea da Palma Airport,Varzea Da Palma,Minas Gerais,BR,-17.6450004578,-44.7105560303
SNWA,Guaxuma Airport,Coruripe,Alagoas,BR,-9.9805555344,-36.2311096191
SNWB,Fazenda Sao Lucas Airport,Mirandopolis,Sao Paulo,BR,-20.9322223663,-50.956943512
SNWC,Camocim Airport,Camocim,Ceara,BR,-2.8961799145,-40.858001709
SNWD,Fazenda Guavira Airport,Iguatemi,Mato Grosso do Sul,BR,-23.4302787781,-54.6083335876
SNWE,Fazenda Baia da Bugra Airport,Corumba,Mato Grosso do Sul,BR,-20.278055191,-57.2338905334
SNWF,Fazenda Cachoeirinha Airport,Ponta Pora,Mato Grosso do Sul,BR,-22.4380569458,-55.2316665649
SNWG,Fazenda Ipora Airport,Itaquirai,Mato Grosso do Sul,BR,-23.5869445801,-54.0577774048
SNWH,Fazenda Sao Mateus Airport,Querencia Do Norte,Parana,BR,-22.9666671753,-53.5433311462
SNWI,Fazenda Sao Joao II Airport,Comodoro,Mato Grosso,BR,-14.0688886642,-60.0091667175
SNWJ,Fazenda Rancho Alegre Airport,Araputanga,Mato Grosso,BR,-15.2080564499,-58.6247215271
SNWK,Fazenda Santa Terezinha Airport,Pedra Preta,Mato Grosso,BR,-16.6744441986,-54.2663879395
SNWL,Fazenda Ranchinho Airport,Apore,Goias,BR,-18.8333320618,-51.7911109924
SNWM,Fazenda Bonito Airport,Ilha Solteira,Sao Paulo,BR,-20.3827781677,-51.1955566406
SNWN,Fazenda Alianca Airport,Pedra Preta,Mato Grosso,BR,-16.668056488,-54.3858337402
SNWO,Fazenda Vera Cruz Airport,Amambai,Mato Grosso do Sul,BR,-23.0177783966,-54.6244430542
SNWP,Laginha Airport,Uniao Dos Palmares,Alagoas,BR,-9.3138885498,-36.056388855
SNWR,Wilma Rabelo Airport,Senador Jose Porfirio,Para,BR,-2.636590004,-51.8269996643
SNWS,Crateus Airport,Crateus,Ceara,BR,-5.2113499641,-40.7042007446
SNWU,Fazenda Ponte Quinha Airport,Aral Moreira,Mato Grosso do Sul,BR,-23.0086116791,-55.5097236633
SNWZ,Uruba Airport,Atalaia,Alagoas,BR,-9.4849996567,-35.9588890076
SNXA,Machado Airport,Machado,Minas Gerais,BR,-21.6781005859,-45.8410987854
SNXB,Caxambu Airport,Caxambu,Minas Gerais,BR,-21.9169998169,-44.9682006836
SNXD,Fazenda Beradao Airport,Itaituba,Para,BR,-6.2727780342,-55.7858314514
SNXF,Retiro Santo Antonio da Fazenda Triunfo Airport,Corumba,Mato Grosso do Sul,BR,-17.8924999237,-56.9975013733
SNXG,Fazenda dos Castanhais Airport,Sapucaia,Para,BR,-6.7748699188,-49.3613014221
SNXH,Itapecuru Airport,Codo,Maranhao,BR,-4.5130558014,-44.0200004578
SNXI,Estancia Turistica de Pereira Barreto Airport,Pereira Barreto,Sao Paulo,BR,-20.6247215271,-51.0849990845
SNXK,Fazenda Lagoa do Triunfo Airport,Sao Felix Do Xingu,Para,BR,-6.5369439125,-52.7691688538
SNXL,Primavera Airport,Querencia,Mato Grosso,BR,-12.6166667938,-52.1538887024
SNXM,Fazenda Itumbiara Airport,Altamira,Para,BR,-6.4202780724,-53.6113891602
SNXN,Heringer Airport,Balsas,Sergipe,BR,-7.3752779961,-45.9897232056
SNXO,Fazenda Bom Sucesso Airport,Novo Progresso,Para,BR,-7.8936109543,-56.3875007629
SNXQ,Xique-Xique Airport,Xique-Xique,Bahia,BR,-10.8340997696,-42.6833992004
SNXR,Fazenda Conforto Airport,Itaituba,Para,BR,-7.3933329582,-56.5230560303
SNXS,Fazenda Sao Braz Airport,Barra De Santo Antonio,Alagoas,BR,-9.3752775192,-35.5416679382
SNXV,Fazenda Lagoa das Conchas Airport,Colniza,Rondonia,BR,-9.0872220993,-61.1869430542
SNXW,Chaves Airport,Chaves,Para,BR,-0.200277999,-49.9672203064
SNXX,Maxaranguape Airport,Maxaranguape,Rio-Grande-do-Norte,BR,-5.3841400146,-35.5284004211
SNXY,Cikel Brasil Verde Airport,Portel,Para,BR,-2.7002780437,-50.5286102295
SNYA,Almeirim Airport,Almeirim,Para,BR,-1.4919439554,-52.5783348083
SNYB,Ituiutaba Airport,Ituiutaba,Minas Gerais,BR,-18.9997997284,-49.4866981506
SNYC,Rosa Branca Airport,Itaituba,Para,BR,-7.0091671944,-56.9044456482
SNYD,Pilao Arcado Airport,Pilao Arcado,Bahia,BR,-10.0669441223,-42.4505577087
SNYE,Pinheiro Airport,Pinheiro,Maranhao,BR,-2.4836111069,-45.0672225952
SNYF,Fazenda Parnaiba Airport,Tasso Fragoso,,BR,-8.5055561066,-46.1219444275
SNYH,Agropecuaria Castanhais Airport,Cumaru Do Norte,Para,BR,-8.6999998093,-51.1741676331
SNYI,Fazenda HJ Airport,Unai,Minas Gerais,BR,-16.6236114502,-47.2997207642
SNYJ,Pista Sao Jorge Airport,Jacareacanga,Para,BR,-6.1336112022,-57.4041671753
SNYL,Fazenda Sao Joao Airport,Varjao De Minas,Minas Gerais,BR,-18.4269447327,-46.0519447327
SNYM,Fazenda Flexas Airport,Sao Romao,Minas Gerais,BR,-16.3763885498,-45.1230545044
SNYN,Fazenda Rio das Pedras Airport,Prata,Minas Gerais,BR,-19.5516662598,-48.8375015259
SNYO,Fazenda Logradouro Vereda da Ponte Airport,Riachinho,Minas Gerais,BR,-16.2991676331,-46.1594429016
SNYP,Chacara Paraiso Airport,Benevides,Para,BR,-1.3177779913,-48.2988891602
SNYQ,Pista Sao Pedro Airport,Itaituba,Para,BR,-5.3205561638,-56.6647224426
SNYR,Fazenda Agua Azul Airport,Itaituba,Para,BR,-5.947778225,-56.5547218323
SNYS,Destilaria WD Airport,Joao Pinheiro,Minas Gerais,BR,-18.2205562592,-45.9911117554
SNYT,Ituacu Airport,Ituacu,Bahia,BR,-13.8283004761,-41.3022994995
SNYU,Iturama Airport,Iturama,Minas Gerais,BR,-19.7179898013,-50.2201795578
SNYV,Fazenda Sococo Airport,Moju,Para,BR,-2.1197218895,-48.6458320618
SNYW,Antonio Guerreiro Airport,Guimaraes,Maranhao,BR,-2.109443903,-44.6511116028
SNYX,Sitio Vodo Airport,Cascavel,Ceara,BR,-4.0949997902,-38.2475013733
SNYZ,Vicente Jose Airport,Russas,Ceara,BR,-4.8430562019,-38.144443512
SNZA,Pouso Alegre Airport,Pouso Alegre,Minas Gerais,BR,-22.2891998291,-45.9191017151
SNZC,Fazenda Aguas Claras Airport,Iguatemi,Mato Grosso do Sul,BR,-23.3250007629,-54.5047225952
SNZD,Fazenda Dona Hilda Airport,Montividiu Do Norte,Goias,BR,-13.204167366,-48.6008338928
SNZE,Aeroxingu Airport,Altamira,Para,BR,-3.171943903,-52.1916656494
SNZF,Fazenda Bela Vista Airport,Soure,Para,BR,-0.2713890076,-48.5750007629
SNZH,Fazenda Pequena Holanda Airport,Alto Parnaiba,Maranhao,BR,-9.0100002289,-46.1447219849
SNZK,Fazenda Canada Airport,Itacarambi,Minas Gerais,BR,-15.0242996216,-44.039100647
SNZL,Fazenda Santa Thereza Airport,Novo Horizonte,Sao Paulo,BR,-21.5713882446,-49.3008346558
SNZO,Fazenda Bebida Velha Airport,Touros,Rio-Grande-do-Norte,BR,-5.2969441414,-35.5366668701
SNZP,Pocoes Airport,Pocoes,Bahia,BR,-14.522600174,-40.3450012207
SNZQ,Pista Santa Lucia Airport,Itaituba,Para,BR,-7.2286109924,-56.2327766418
SNZR,Paracatu Airport,Paracatu,Minas Gerais,BR,-17.2425994873,-46.8830986023
SNZT,Fazenda Recreio Airport,Paragominas,Para,BR,-3.5063889027,-48.3333320618
SNZU,Fazenda Nova Conceicao Airport,Tome Acu,Para,BR,-2.8555555344,-48.2327766418
SNZV,Fazenda Jamaica Airport,Ulianopolis,Para,BR,-3.7255558968,-47.4761123657
SNZW,Itubera Airport,Itubera,Bahia,BR,-13.7322216034,-39.1416664124
SNZY,Fazenda Bandeira Airport,Tupa,Sao Paulo,BR,-22.0005569458,-50.5977783203
SNZZ,Muzzi Airport,Coruripe,Alagoas,BR,-9.9677782059,-36.198890686
SOCA,Cayenne-Rochambeau Airport,Cayenne / Rochambeau,Guyane,GF,4.8198099136,-52.3604011536
SOGS,Grand-Santi Airport,Grand-Santi,Guyane,GF,4.2858333333,-54.3730555556
SOML,Malin Airport,Malin,La-Libertad,PE,-7.6333298683,-78.6500015259
SOOA,Maripasoula Airport,Maripasoula,Guyane,GF,3.6575000286,-54.0372009277
SOOG,Saint-Georges-de-l'Oyapock Airport,Saint-Georges-de-l'Oyapock Airport,Guyane,GF,3.8975999355,-51.8041000366
SOOM,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,Guyane,GF,5.4830598831,-54.0344009399
SOOR,Regina Airport,Regina,Guyane,GF,4.3147201538,-52.1316986084
SOOS,Saul Airport,Saul,Guyane,GF,3.6136100292,-53.2042007446
SOOY,Sinnamary,Sinnamary,Guyane,GF,5.3735799789,-52.9455986023
SPAA,Caraz Airport,Ancash,Ancash,PE,-9.0514287949,-77.8101425171
SPAB,Huancabamba Airport,Huancabamba,Piura,PE,-5.256770134,-79.4429016113
SPAC,Ciro Alegria Airport,Bagua,Amazonas,PE,-4.5669999123,-77.9169998169
SPAG,Aguaytia Airport,Aguaytia,Ucayali,PE,-9.0374097824,-75.5092010498
SPAI,Urpay Airport,Pataz,La-Libertad,PE,-7.7833333015,-78.0999984741
SPAL,Alao Airport,El Dorado,San-Martin,PE,-6.5,-76.7166976929
SPAM,Camana Airport,Camana,Arequipa,PE,-16.6329994202,-72.6829986572
SPAN,Sullana Airport,Sullana,Piura,PE,-4.9038887024,-80.6852798462
SPAO,San Juan Aposento Airport,San Juan Aposento,Ica,PE,-15.3538999557,-75.167098999
SPAP,Picota Airport,Picota,San-Martin,PE,-6.9000000954,-76.3830032349
SPAR,Alerta Airport,Fortaleza,Madre-de-Dios,PE,-11.6829996109,-69.3330001831
SPAS,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Loreto,PE,-2.7961299419,-76.4665985107
SPAT,Aguas Calientes Airport,Aguas Calientes,Huanuco,PE,-8.8333301544,-74.6832962036
SPAY,Teniente General Gerardo Perez Pinedo Airport,Atalaya,Junin,PE,-10.7291002274,-73.7665023804
SPBA,Barranca Airport,Barranca,Lima-region,PE,-10.75,-77.7666702271
SPBB,Moyobamba Airport,Moyobamba,San-Martin,PE,-6.0188889503,-76.9883270264
SPBC,Caballococha Airport,Caballococha,Loreto,PE,-3.9168601036,-70.5082015991
SPBL,Huallaga Airport,Bellavista,San-Martin,PE,-7.0605602264,-76.5821990967
SPBQ,Nuevo Acari Airport,La Bella Union,Arequipa,PE,-15.4833335876,-74.6833343506
SPBR,Iberia Airport,Iberia,Madre-de-Dios,PE,-11.4116001129,-69.4887008667
SPBS,Bellavista Airport,Jeberos,Loreto,PE,-5.2883901596,-76.292098999
SPBT,Obenteni Airport,Obenteni,Ucayali,PE,-10.7477779388,-74.2205581665
SPBY,Bayovar,Bayovar,Piura,PE,-5.8307499886,-81.0258026123
SPCC,Ciudad Constitucion Airport,Ciudad Constitucion,Pasco,PE,-9.865278244,-75.0088882446
SPCG,Casa Grande Airport,Ascope,La-Libertad,PE,-7.743888855,-79.1863861084
SPCH,Tocache Airport,Tocache,San-Martin,PE,-8.1829996109,-76.516998291
SPCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Ucayali,PE,-8.3779401779,-74.5743026733
SPCM,Contamana Airport,Contamana,Loreto,PE,-7.3366699219,-74.9914016724
SPCN,Cunocuno Airport,Cunocuno,Arequipa,PE,-15.9772224426,-73.1083297729
SPCP,Pucacaca Airport,Pucacaca,San-Martin,PE,-6.8330001831,-76.3330001831
SPCR,Acari Airbase Airport,Acari,Arequipa,PE,-15.5,-74.6666717529
SPCT,Chota Airport,Chota,Cajamarca,PE,-6.5500001907,-78.6500015259
SPDO,Mollendo Airport,Mollendo,Arequipa,PE,-17.0454006195,-71.9837036133
SPDR,Trompeteros Airport,Corrientes,Loreto,PE,-3.8060100079,-75.0392990112
SPEB,Pebas Airport,Loreto,Loreto,PE,-3.3333001137,-71.8167037964
SPEE,El Estrecho Airport,,Loreto,PE,-2.4540600777,-72.6706008911
SPEN,Iscozasin Airport,Iscozasin,Pasco,PE,-10.1829996109,-75.1500015259
SPEO,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Apurimac,PE,-9.1496095657,-78.5238037109
SPEP,Puerto Esperanza Airport,Esperanza,Ucayali,PE,-9.7681303024,-70.7064971924
SPEQ,Cesar Torke Podesta Airport,Moquegua,Moquegua,PE,-17.1790008545,-70.9308013916
SPEZ,Puerto Bermudez Airport,Oxapampa,Loreto,PE,-10.299200058,-74.9372024536
SPFA,Fausa Airport,Fausa,Cusco,PE,-14.709400177,-71.7311019897
SPGB,Galilea Airport,,Amazonas,PE,-4.0318799019,-77.7587966919
SPGM,Tingo Maria Airport,Tingo Maria,Huanuco,PE,-9.1330003738,-75.9499969482
SPGP,Gueppi­ Airport,,Loreto,PE,-0.1190560013,-75.2479019165
SPGS,Lagunas Airport,Cajamarca,Cajamarca,PE,-6.9000000954,-78.6333312988
SPGT,Puerto Victoria Airport,Puerto Victoria,Pasco,PE,-9.9026098251,-74.9641036987
SPGU,Bagua Airport,Bagua,Amazonas,PE,-5.6347222328,-78.5305557251
SPHA,Chincha Airport,Chincha,Ica,PE,-13.3706998825,-76.1128997803
SPHC,Chala Airport,Puerto Chala,Arequipa,PE,-15.8699998856,-74.2473983765
SPHI,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Lambayeque,PE,-6.7874798775,-79.8281021118
SPHL,Olmos Airport,<Olmos,Lambayeque,PE,-5.9847221375,-79.7452774048
SPHO,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Ayacucho,PE,-13.154800415,-74.2043991089
SPHU,Huancayo Airport,Huancayo,Junin,PE,-12.069899559,-75.1985015869
SPHV,Huanuco Viejo Airport,Huanuco Viejo,Huanuco,PE,-9.926320076,-76.2339019775
SPHY,Andahuaylas Airport,Andahuaylas,Apurimac,PE,-13.7063999176,-73.350402832
SPHZ,Comandante FAP German Arias Graziani Airport,Anta,Ancash,PE,-9.3474397659,-77.5983963013
SPIA,Ica Airport,Ica,Ica,PE,-14.2000999451,-75.5738983154
SPIL,Quince Air Base,Quince Mil,Cusco,PE,-13.233300209,-70.7533035278
SPIN,Inapari Airport,Inapari,Madre-de-Dios,PE,-10.9790000916,-69.5594024658
SPIP,Satipo Airport,Satipo,Junin,PE,-11.2829999924,-74.6330032349
SPIR,Patria Airport,Pillcopata,Cusco,PE,-13.0329999924,-71.266998291
SPIS,Pias Airport,Pataz,La-Libertad,PE,-7.87169981,-77.547203064
SPIT,Paita Airport,Paita Wesr,Piura,PE,-5.0859498978,-81.1528015137
SPIY,Yauri Airport,Yauri,Cusco,PE,-14.8000001907,-71.4329986572
SPIZ,Uchiza Airport,Uchiza,Huanuco,PE,-8.4670000076,-76.3499984741
SPJA,Juan Simons Vela Airport,Rioja,San-Martin,PE,-6.0678601265,-77.1600036621
SPJB,Pampa Grande Airport,Pampa Grande,Cajamarca,PE,-7.5999999046,-78.0500030518
SPJC,Jorge Chavez International Airport,Lima,Callao,PE,-12.021900177,-77.1143035889
SPJE,Shumba Airport,Jaen,Cajamarca,PE,-5.5924801826,-78.7740020752
SPJI,Juanjui Airport,Juanjui,San-Martin,PE,-7.1690998077,-76.7285995483
SPJJ,Francisco Carle Airport,Jauja,Junin,PE,-11.7831001282,-75.4733963013
SPJL,Inca Manco Capac International Airport,Juliaca,Puno,PE,-15.4671001434,-70.158203125
SPJN,San Juan de Marcona Airport,San Juan de Marcona,Ica,PE,-15.3524999619,-75.1371994019
SPJR,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Cajamarca,PE,-7.1391801834,-78.489402771
SPLA,Luisiana Airport,Luisiana,Cusco,PE,-12.6667003632,-73.7332992554
SPLC,Mariano Melgar,La Joya,Arequipa,PE,-16.7915000916,-71.8865966797
SPLD,Celendin Airport,Celendin,Cajamarca,PE,-6.8675999641,-78.1499023438
SPLG,Lagarto Nuevo Airport,Lagarto,Madre-de-Dios,PE,-12.6415996552,-69.8375015259
SPLN,San Nicolas Airport,Rodriguez de Mendoza,Amazonas,PE,-6.3923101425,-77.5011978149
SPLO,Ilo Airport,Ilo,Moquegua,PE,-17.6949996948,-71.34400177
SPLP,Las Palmas Airport,Chorrillos,Lima-region,PE,-12.1606998444,-76.9989013672
SPLS,Zorrillos Airport,Zorrillos,Ucayali,PE,-8.4169998169,-75.1330032349
